Index,Artist,Song Name,Streams,Release Date,Genre,Loudness,Popularity,Danceability,Tempo,Energy,Chord,Duration (ms)
813,Anitta,Me Gusta (with Cardi B & Myke Towers),4914412,2020-09-18,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",-4.392,72.0,0.91,110,0.604,F#/Gb,180788
814,Money Man,24 (feat. Lil Baby),4904772,2020-08-21,"['memphis hip hop', 'rap', 'southern hip hop', 'trap']",-7.746,74.0,0.868,126,0.638,D,182857
815,Sech,RelaciÃ³n,4825749,2020-09-04,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",-3.417,80.0,0.793,171,0.771,F,247308
816,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),4821213,2020-09-25,"['rap', 'slap house']",-5.405,74.0,0.835,154,0.699,G#/Ab,202795
817,BLACKPINK,Bet You Wanna (feat. Cardi B),6846771,2020-10-02,"['k-pop', 'k-pop girl group']",-6.168,67.0,0.653,111,0.662,G,161168
818,Big Sean,Wolves (feat. Post Malone),5547002,2020-09-04,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",-5.267,79.0,0.724,160,0.675,D,199758
819,Ariana Grande,"thank u, next",5079328,2019-02-08,"['dance pop', 'pop', 'post-teen pop']",-5.634,82.0,0.717,106,0.653,C#/Db,207320
820,"Black Eyed Peas, Ozuna, J. Rey Soul",MAMACITA,5016343,2020-04-10,"['dance pop', 'pop', 'pop rap']",-6.929,74.0,0.894,105,0.635,D,249143
821,"Lauv, Conan Gray",Fake,5010179,2020-10-13,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-5.363,73.0,0.703,82,0.657,E,146375
822,"Marshmello, Demi Lovato",OK Not To Be OK,4980744,2021-08-13,[],-5.025,0.0,0.743,103,0.837,C#/Db,159863
823,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,4941592,2020-04-24,['pop rap'],-7.648,79.0,0.716,129,0.537,C,165978
824,"Trueno, Bizarrap, Taiu, TATOOL",Mamichula - con Nicki Nicole,4817969,2020-07-23,"['argentine hip hop', 'trap argentino', 'trap latino']",-5.893,75.0,0.696,91,0.678,E,219202
825,Passenger,Let Her Go,4765198,2013-02-17,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",-7.346,75.0,0.479,74,0.545,G,252733
826,Melanie Martinez,Play Date,4745568,2015-08-14,"['alt z', 'electropop', 'modern rock', 'pop']",-5.077,80.0,0.68,123,0.729,F,179867
827,"Kygo, OneRepublic",Lose Somebody,4709053,2020-05-29,"['edm', 'pop', 'pop dance', 'tropical house']",-6.883,75.0,0.58,147,0.586,C#/Db,199549
828,Adele,Someone Like You,4703672,2011-01-24,"['british soul', 'pop', 'pop soul', 'uk pop']",-8.251,77.0,0.556,135,0.319,A,285240
829,Ali Gatie,It's You,4674658,2019-11-08,"['canadian hip hop', 'pop']",-6.972,81.0,0.732,95,0.463,B,212607
830,Curtis Waters,Stunnin' (feat. Harm Franklin),5183246,2020-10-09,[],-6.429,68.0,0.885,99,0.685,B,144000
831,BLACKPINK,Love To Hate Me,5125708,2020-10-02,"['k-pop', 'k-pop girl group']",-5.491,69.0,0.686,162,0.64,G#/Ab,171798
832,G-Eazy,Hate The Way (feat. blackbear),5116071,2020-10-16,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",-3.844,68.0,0.569,82,0.865,E,214363
833,"13 OrganisÃ©, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",Bande organisÃ©e,5112572,2020-08-15,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",-2.762,72.0,0.901,142,0.939,F#/Gb,356347
834,BLACKPINK,Crazy Over You,5056387,2020-10-02,"['k-pop', 'k-pop girl group']",-6.186,68.0,0.804,115,0.633,E,163946
835,Bebe Rexha,"Baby, I'm Jealous (feat. Doja Cat)",4870203,2020-10-09,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-2.259,69.0,0.737,98,0.867,B,175873
836,ROSALÃA,TKN (feat. Travis Scott),4752289,2020-05-28,['r&b en espanol'],-6.266,75.0,0.776,94,0.509,C,129371
837,Camilo,El Mismo Aire - con Pablo AlborÃ¡n,4705484,2020-06-10,"['colombian pop', 'reggaeton colombiano']",-6.591,75.0,0.483,144,0.492,C,188213
838,Bad Bunny,Yo Perreo Sola,4680447,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-5.16,78.0,0.86,97,0.758,B,172127
839,Lana Del Rey,Let Me Love You Like A Woman,4665053,2021-03-19,"['art pop', 'pop']",-11.715,67.0,0.303,66,0.249,C,200661
840,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),4652712,2020-05-22,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",-7.47,76.0,0.825,145,0.458,C,197760
841,"Rauw Alejandro, Dalex, Lenny TavÃ¡rez",ElegÃ­ (feat. DÃ­melo Flow),4607003,2020-03-26,"['puerto rican pop', 'trap latino']",-2.791,75.0,0.824,171,0.631,C,197721
842,Noah Cyrus,July,4598766,2020-05-15,"['alt z', 'dance pop', 'pop', 'post-teen pop']",-8.953,81.0,0.708,72,0.186,A,156106
843,Lewis Capaldi,Bruises,4560503,2019-05-17,"['pop', 'uk pop']",-7.83,80.0,0.736,111,0.308,E,220492
844,BLACKPINK,You Never Know,5304382,2021-08-03,"['k-pop', 'k-pop girl group']",-5.768,54.0,0.535,144,0.434,F,229236
845,"BENEE, Gus Dapperton",Supalonely,5089970,2019-11-15,"['alt z', 'nz pop', 'pop']",-4.689,77.0,0.863,128,0.631,G,223480
846,"21 Savage, Metro Boomin",Glock In My Lap,4947593,2020-10-02,"['atl hip hop', 'hip hop', 'rap', 'trap']",-6.439,69.0,0.847,130,0.733,A#/Bb,193591
847,ZAYN,Better,4933462,2020-09-25,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",-7.137,68.0,0.637,84,0.418,D,174517
848,Machine Gun Kelly,forget me too (feat. Halsey),4751756,2020-09-25,"['ohio hip hop', 'pop rap']",-4.845,78.0,0.654,99,0.875,C#/Db,171621
849,Niack,Oh Juliana,4751064,2020-06-30,['funk carioca'],-3.089,66.0,0.799,129,0.568,F#/Gb,153078
850,"Feid, J Balvin, Justin Quiles","PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",4727923,2020-06-26,"['colombian pop', 'latin', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino']",-4.731,70.0,0.793,167,0.737,F#/Gb,333800
851,Chris Brown,No Guidance (feat. Drake),4641393,2019-06-28,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",-6.756,80.0,0.696,92,0.454,C#/Db,260640
852,"21 Savage, Metro Boomin",Rich Nigga Shit (feat. Young Thug),9129562,2020-10-02,"['atl hip hop', 'hip hop', 'rap', 'trap']",-5.625,73.0,0.825,97,0.733,C#/Db,190331
853,"21 Savage, Metro Boomin",Many Men,8675173,2020-10-02,"['atl hip hop', 'hip hop', 'rap', 'trap']",-4.333,65.0,0.635,77,0.793,A#/Bb,201856
854,"21 Savage, Metro Boomin",Slidin,8243488,2020-10-02,"['atl hip hop', 'hip hop', 'rap', 'trap']",-6.494,64.0,0.774,152,0.706,D,185037
855,Bryson Tiller,Outta Time (feat. Drake),7762934,2020-10-02,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",-7.272,68.0,0.714,92,0.582,F,198822
856,"21 Savage, Metro Boomin",My Dawg,6029118,2020-10-02,"['atl hip hop', 'hip hop', 'rap', 'trap']",-5.319,60.0,0.831,140,0.532,C,181716
857,"21 Savage, Metro Boomin",Snitches & Rats (feat. Young Nudy),5846760,2020-10-02,"['atl hip hop', 'hip hop', 'rap', 'trap']",-5.893,57.0,0.821,145,0.671,A,187773
858,"21 Savage, Metro Boomin",Brand New Draco,5841110,2020-10-02,"['atl hip hop', 'hip hop', 'rap', 'trap']",-6.642,63.0,0.697,155,0.709,B,202420
859,Internet Money,Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],5550390,2020-09-30,"['pop rap', 'rap', 'trap']",-8.259,69.0,0.832,140,0.549,C#/Db,181496
860,Joji,Your Man,5233336,2020-09-24,"['alternative r&b', 'viral pop']",-8.711,68.0,0.785,117,0.818,G,163759
861,"21 Savage, Metro Boomin",No Opp Left Behind,5154955,2020-10-02,"['atl hip hop', 'hip hop', 'rap', 'trap']",-2.691,61.0,0.823,178,0.703,G#/Ab,194214
862,WhoHeem,Lets Link,5109038,2020-08-20,['viral rap'],-9.232,61.0,0.839,120,0.683,A#/Bb,159955
863,"21 Savage, Metro Boomin",RIP Luv,4915080,2020-10-02,"['atl hip hop', 'hip hop', 'rap', 'trap']",-9.869,62.0,0.63,183,0.399,F,214192
864,"21 Savage, Metro Boomin",Steppin On Niggas,4853661,2020-10-02,"['atl hip hop', 'hip hop', 'rap', 'trap']",-4.068,57.0,0.849,89,0.635,G,140833
865,Joji,Gimme Love,7471309,2020-04-16,"['alternative r&b', 'viral pop']",-6.917,69.0,0.482,126,0.631,F,214558
866,Joji,Ew,6936305,2020-09-25,"['alternative r&b', 'viral pop']",-9.297,67.0,0.48,114,0.373,A#/Bb,207710
867,"Joji, Diplo",Daylight,6819838,2020-08-06,"['alternative r&b', 'viral pop']",-7.571,72.0,0.528,163,0.749,G,163906
868,Polo G,Epidemic,6292620,2020-09-25,['chicago rap'],-8.431,71.0,0.616,175,0.617,C#/Db,177273
869,Machine Gun Kelly,bloody valentine,6032935,2020-09-25,"['ohio hip hop', 'pop rap']",-4.212,77.0,0.533,160,0.858,D,205159
870,Joji,MODUS,6013371,2020-09-25,"['alternative r&b', 'viral pop']",-7.617,66.0,0.738,132,0.533,G,207265
871,Joji,Tick Tock,5547939,2020-09-25,"['alternative r&b', 'viral pop']",-5.582,65.0,0.781,80,0.613,E,132215
872,Joji,Sanctuary,5482390,2019-06-14,"['alternative r&b', 'viral pop']",-7.199,69.0,0.552,167,0.65,C#/Db,180019
873,Bea Miller,feel something,5463424,2019-06-21,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",-8.914,75.0,0.74,136,0.415,C,180161
874,Saweetie,Tap In,5220309,2020-06-17,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",-7.117,73.0,0.954,100,0.696,A#/Bb,139413
875,Joji,Pretty Boy (feat. Lil Yachty),5141212,2020-09-25,"['alternative r&b', 'viral pop']",-6.184,66.0,0.656,156,0.776,F#/Gb,156759
876,"Joji, BENEE",Afterthought,4977405,2020-09-25,"['alternative r&b', 'viral pop']",-8.024,67.0,0.668,83,0.547,C#/Db,194871
877,Dalex,+Linda,4964708, , ,,,0.0,0,, , 
878,Calvin Harris,Over Now (with The Weeknd),4867620,2020-08-28,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",-4.113,72.0,0.612,178,0.884,E,210795
879,"Juice WRLD, Polo G",Hate The Other Side (with Marshmello & The Kid Laroi),4851997,2020-07-10,"['chicago rap', 'melodic rap']",-6.313,78.0,0.701,90,0.65,F#/Gb,160212
880,Machine Gun Kelly,drunk face,4834258,2020-09-25,"['ohio hip hop', 'pop rap']",-4.578,72.0,0.691,90,0.77,G,143901
881,Harry Nach,Tak Tiki Tak,4761286,2020-07-10,"['trap chileno', 'trap latino']",-4.78,71.0,0.801,99,0.579,B,212406
882,Jack Harlow,WHATS POPPIN,4745752,2020-06-24,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",-5.224,80.0,0.904,145,0.723,B,227478
883,"Kendrick Lamar, Jay Rock",Money Trees,4632724,2012,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",-7.355,75.0,0.716,71,0.531,G,386907
884,"Internet Money, Diplo",Blastoff (feat. Juice Wrld & Trippie Redd),4628159,2020-08-29,"['pop rap', 'rap', 'trap']",-6.916,70.0,0.761,147,0.517,F,174730
885,"Earth, Wind & Fire",September,5329256,1978-11-23,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",-7.264,80.0,0.697,125,0.832,A,215093
886,"Regard, RAYE",Secrets,5178107,2020-04-24,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",-5.386,78.0,0.848,118,0.768,F#/Gb,176767
887,Polo G,21,5151406,2020-05-15,['chicago rap'],-10.646,80.0,0.783,176,0.479,G,163798
888,"Damso, Hamza",BXL ZOO,5101640,2021-04-28,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",-6.829,62.0,0.745,137,0.656,B,201333
889,Damso,DEUX TOILES DE MER,5094137,2021-04-28,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",-9.726,62.0,0.521,104,0.39,G#/Ab,315640
890,Taylor Swift,exile (feat. Bon Iver),4924533,2020-07-24,"['pop', 'post-teen pop']",-8.426,77.0,0.298,75,0.38,F#/Gb,285634
891,Juice WRLD,Righteous,4819362,2020-07-10,"['chicago rap', 'melodic rap']",-7.426,78.0,0.706,142,0.625,C,242181
892,Juice WRLD,Conversations,4805366,2020-07-10,"['chicago rap', 'melodic rap']",-5.825,75.0,0.747,159,0.622,B,181661
893,Lil Tecca,Dolly (with Lil Uzi Vert),4800543,2020-09-18,"['melodic rap', 'rap', 'trap']",-7.813,63.0,0.664,88,0.586,G,179813
894,Drake,Chicago Freestyle (feat. Giveon),4799038,2020-05-01,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",-7.507,80.0,0.735,122,0.449,A#/Bb,220488
895,6ix9ine,GOOBA,4690955,2020-05-08,"['emo rap', 'rap']",-5.688,70.0,0.611,178,0.688,C#/Db,132303
896,Dua Lipa,Physical,4599807,2020-03-27,"['dance pop', 'pop', 'uk pop']",-3.756,77.0,0.647,146,0.844,C,193829
897,"Kygo, Donna Summer",Hot Stuff,4569978,2020-09-18,"['edm', 'pop', 'pop dance', 'tropical house']",-5.749,71.0,0.681,119,0.773,F,199008
898,Ava Max,Who's Laughing Now,4526982,2020-09-18,"['dance pop', 'pop']",-5.521,73.0,0.648,184,0.641,G,180348
899,Ava Max,Sweet but Psycho,4502853,2020-09-18,"['dance pop', 'pop']",-4.719,81.0,0.72,133,0.706,C#/Db,187436
900,"Ozuna, Doja Cat, Sia",Del Mar,5698099,2020-09-04,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",-5.585,79.0,0.759,109,0.636,F#/Gb,214507
901,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",Hit Different,5049863,2020-09-04,"['pop', 'pop rap', 'r&b']",-6.371,74.0,0.679,120,0.516,C,202008
902,Maroon 5,Nobody's Love,4957966,2021-06-11,"['pop', 'pop rock']",-6.456,73.0,0.485,93,0.567,C#/Db,211254
903,MatuÃª,MÃ¡quina do Tempo,4938139,2020-09-10,"['r&b brasileiro', 'rap cearense', 'trap brasileiro']",-4.387,70.0,0.629,149,0.727,E,230400
904,Bonez MC,Fuckst mich nur ab,4898520,2020-09-10,"['german hip hop', 'hamburg hip hop']",-10.945,63.0,0.817,104,0.468,C#/Db,182931
905,"Alex Rose, Rafa PabÃ¶n",Jangueo,4877753,2019-11-08,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",-4.157,74.0,0.861,103,0.678,G#/Ab,259600
906,Lil Baby,We Paid (feat. 42 Dugg),4776686,2020-05-01,"['atl hip hop', 'atl trap', 'rap', 'trap']",-5.064,76.0,0.926,135,0.542,C#/Db,181929
907,"Bonez MC, Maxwell",Ihr Hobby,4723116,2020-09-10,"['german hip hop', 'hamburg hip hop']",-6.145,59.0,0.774,109,0.814,A#/Bb,185330
908,Miley Cyrus,When I Look At You,4652583,2009-01-01,"['dance pop', 'pop', 'post-teen pop']",-4.874,63.0,0.459,137,0.545,F#/Gb,248587
909,Doja Cat,Boss Bitch,4620838,2020-01-23,"['dance pop', 'pop']",-4.593,81.0,0.707,125,0.955,A#/Bb,134240
910,Headie One,Ain't It Different (feat. AJ Tracey & Stormzy),4602336,2020-08-20,['uk hip hop'],-6.805,69.0,0.767,77,0.569,E,196363
911,Nea,Some Say - Felix Jaehn Remix,4598325,2020-01-10,"['scandipop', 'swedish pop']",-5.591,77.0,0.682,120,0.7,F#/Gb,186878
912,"BeyoncÃ©, Megan Thee Stallion",Savage Remix (feat. BeyoncÃ©),4568308,2020-04-29,"['dance pop', 'pop', 'post-teen pop', 'r&b']",-4.772,73.0,0.822,84,0.743,A#/Bb,242001
913,Big Sean,Lithuania (feat. Travis Scott),5949270,2020-09-04,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",-5.217,62.0,0.676,152,0.82,G,199250
914,Saweetie,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",5117128,2020-08-28,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",-7.011,64.0,0.948,100,0.63,C#/Db,253569
915,ITZY,Not Shy,4982232,2020-08-17,['k-pop girl group'],-3.08,73.0,0.776,101,0.911,D,177728
916,Travis Scott,"The Plan - From the Motion Picture ""TENET""",4876238,2020-08-22,"['rap', 'slap house']",-10.568,67.0,0.433,79,0.443,C#/Db,185851
917,Maluma,ADMV,4737291,2020-04-23,"['latin', 'reggaeton', 'reggaeton colombiano']",-4.959,72.0,0.565,163,0.39,A,193700
918,"Robin Schulz, Wes",Alane,4668193,2020-06-19,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",-6.66,67.0,0.581,124,0.799,D#/Eb,175016
919,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",THE BADDEST,4642057,2020-08-27,['k-pop girl group'],-4.368,70.0,0.676,149,0.857,A#/Bb,162600
920,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA),4615520,2020-06-26,"['funk carioca', 'funk pop']",-5.085,68.0,0.935,100,0.71,B,168507
921,Peach Tree Rascals,Mariposa,4593366,2019-08-28,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop']",-5.88,76.0,0.676,112,0.525,A,210000
922,Taylor Swift,the 1,4587573,2020-07-24,"['pop', 'post-teen pop']",-6.942,75.0,0.777,139,0.357,C,210252
923,"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),4585895,2019-10-12,"['dance pop', 'pop', 'pop rap']",-7.037,78.0,0.721,104,0.716,A#/Bb,221714
924,"KitschKrieg, Jamule, SFR",Unterwegs,4572706,2020-08-07,"['german hip hop', 'german pop', 'hamburg hip hop']",-7.067,68.0,0.88,126,0.607,F#/Gb,233905
925,"Kygo, Tina Turner",What's Love Got to Do with It,4538382,2020-07-17,"['edm', 'pop', 'pop dance', 'tropical house']",-5.908,74.0,0.75,105,0.664,G#/Ab,208156
926,Katy Perry,Cry About It Later,5306994,2021-04-23,"['dance pop', 'pop', 'post-teen pop']",-4.78,67.0,0.676,125,0.794,D,159286
927,Conkarah,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,4624448,2020-05-15,['jawaiian'],-5.312,70.0,0.824,95,0.854,G#/Ab,210329
928,Cordae,Gifted (feat. Roddy Ricch),4609169,2020-08-27,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",-5.697,65.0,0.653,151,0.603,F,168477
929,"JACKBOYS, Travis Scott",OUT WEST (feat. Young Thug),4597001,2019-12-27,"['rap', 'trap']",-4.895,82.0,0.802,139,0.591,G#/Ab,157712
930,"Jowell & Randy, J Balvin",Anaranjado,4575403,2020-07-16,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",-6.196,66.0,0.763,175,0.58,G#/Ab,212011
931,Anuel AA,Reggaetonera,4564331,2020-05-29,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",-4.164,69.0,0.694,93,0.796,F#/Gb,212312
932,Lady Gaga,Sour Candy (with BLACKPINK),4556900,2020-05-28,"['dance pop', 'pop', 'post-teen pop']",-3.812,70.0,0.752,120,0.87,A,157707
933,Rod Wave,Rags2Riches 2 (feat. Lil Baby),4547965,2020-08-07,['florida rap'],-9.628,60.0,0.874,118,0.443,F,235988
934,Juice WRLD,Bandit (with YoungBoy Never Broke Again),4514763,2019-10-04,"['chicago rap', 'melodic rap']",-5.884,81.0,0.474,180,0.631,F,189323
935,"Justin Quiles, Daddy Yankee, El Alfa",PAM,4501441,2020-05-01,"['latin', 'reggaeton', 'trap latino']",-3.011,73.0,0.889,112,0.863,B,201000
936,"Internet Money, Gunna, Don Toliver, NAV",Lemonade,11373347,2020-08-14,"['pop rap', 'rap', 'trap']",-6.153,82.0,0.799,140,0.66,C#/Db,195429
937,"Capital Bra, Cro",FrÃ¼hstÃ¼ck in Paris,5440253,2020-09-17,['german hip hop'],-5.562,56.0,0.744,96,0.644,G#/Ab,151360
938,BTS,ON,5391018,2020-02-21,"['k-pop', 'k-pop boy group']",-5.146,77.0,0.583,105,0.817,A,246381
939,Sam Smith,My Oasis (feat. Burna Boy),4887204,2020-07-30,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",-8.742,69.0,0.691,143,0.474,A#/Bb,179917
940,Juice WRLD,Life's A Mess (feat. Halsey),4883202,2020-07-10,"['chicago rap', 'melodic rap']",-8.9,74.0,0.63,143,0.446,C#/Db,202193
941,"Feid, Justin Quiles",PORFA,4702117,2021-08-09,[],-8.018,0.0,0.843,83,0.549,F#/Gb,233000
942,"Bausa, Juju",2012,4685894,2020-08-21,"['german hip hop', 'german pop']",-7.907,62.0,0.805,98,0.619,F,170200
943,Taylor Swift,august,4586236,2020-07-24,"['pop', 'post-teen pop']",-9.208,76.0,0.532,89,0.623,F,261923
944,blackbear,if i were u (with Lauv),4561189,2020-08-19,"['electropop', 'pop', 'pop rap']",-5.613,64.0,0.666,82,0.628,G#/Ab,186468
945,Mustard,Ballin' (with Roddy Ricch),4436934,2019-06-28,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",-6.678,80.0,0.809,97,0.545,G,180435
946,BTS,Stay Gold,4405338,2020-07-14,"['k-pop', 'k-pop boy group']",-5.415,73.0,0.723,129,0.634,C#/Db,243267
947,Jason Mraz,I'm Yours,4391666,2008-05-12,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",-8.322,80.0,0.686,150,0.457,B,242187
948,5 Seconds of Summer,Youngblood,4390823,2018-06-15,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",-5.114,80.0,0.596,120,0.854,G,203418
949,Taylor Swift,the last great american dynasty,4389670,2020-07-24,"['pop', 'post-teen pop']",-8.505,71.0,0.686,147,0.662,G,230999
950,Dua Lipa,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],5254969,2020-08-13,"['dance pop', 'pop', 'uk pop']",-7.34,62.0,0.808,116,0.655,B,250280
951,Taylor Swift,my tears ricochet,5111416,2020-07-24,"['pop', 'post-teen pop']",-10.63,71.0,0.456,129,0.263,C,255894
952,Rod Wave,Rags2Riches (feat. ATR Son Son),4737306,2020-04-03,['florida rap'],-17.57,55.0,0.904,117,0.26,F,167147
953,Polo G,Flex (feat. Juice WRLD),4664281,2020-05-15,['chicago rap'],-5.792,76.0,0.752,164,0.673,A#/Bb,163902
954,S1mba,Rover (feat. DTG),4488631,2020-03-04,"['afroswing', 'social media pop']",-6.66,73.0,0.613,62,0.624,B,167917
955,"Headie One, Drake",Only You Freestyle,4480780,2020-07-20,['uk hip hop'],-2.561,68.0,0.68,146,0.826,F,248937
956,Dua Lipa,Hallucinate,4472669,2020-03-27,"['dance pop', 'pop', 'uk pop']",-5.396,72.0,0.627,122,0.69,A#/Bb,208505
957,"Rauw Alejandro, Chencho Corleone",El Efecto,4466143,2019-03-15,"['puerto rican pop', 'trap latino']",-4.635,76.0,0.849,84,0.781,C,217143
958,"Jason Derulo, Puri, Jhorrmountain",CoÃ±o,4462411,2020-07-03,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",-5.442,69.0,0.899,100,0.528,A,111852
959,Aya Nakamura,Jolie nana,4449437,2020-11-13,"['basshall', 'francoton']",-5.908,69.0,0.813,92,0.64,D,147076
960,twocolors,Lovefool,4439790,2020-05-08,"['edm', 'pop dance', 'pop edm', 'tropical house']",-6.896,79.0,0.677,123,0.766,F#/Gb,190488
961,Taylor Swift,invisible string,4424118,2020-07-24,"['pop', 'post-teen pop']",-11.143,71.0,0.653,83,0.452,E,252881
962,"Kygo, Whitney Houston",Higher Love,4392936,2019-06-28,"['edm', 'pop', 'pop dance', 'tropical house']",-7.159,79.0,0.693,103,0.678,G#/Ab,228267
963,Juanfran,Como Llora,4380308,2020-02-07,"['dominican pop', 'pop reggaeton', 'urbano espanol']",-3.966,67.0,0.827,88,0.629,F#/Gb,187500
964,NLE Choppa,Walk Em Down (feat. Roddy Ricch),4371370,2020-03-19,"['melodic rap', 'rap', 'trap']",-5.171,74.0,0.867,84,0.744,D,173288
965,Post Malone,Wow.,4351784,2019-09-06,"['dfw rap', 'melodic rap', 'rap']",-7.359,80.0,0.829,99,0.539,B,149547
966,Taylor Swift,mirrorball,5564072,2020-07-24,"['pop', 'post-teen pop']",-10.037,70.0,0.553,110,0.413,D,208978
967,Taylor Swift,seven,5459423,2020-07-24,"['pop', 'post-teen pop']",-10.769,69.0,0.596,94,0.488,E,208907
968,Taylor Swift,this is me trying,5128412,2020-07-24,"['pop', 'post-teen pop']",-9.843,70.0,0.515,135,0.476,A,195097
969,Taylor Swift,betty,5112180,2020-07-24,"['pop', 'post-teen pop']",-8.761,71.0,0.593,95,0.377,C,294521
970,DaBaby,BLIND (feat. Young Thug),5074613,2020-08-04,"['north carolina hip hop', 'rap']",-6.503,69.0,0.709,162,0.679,B,153467
971,Taylor Swift,illicit affairs,5053658,2020-07-24,"['pop', 'post-teen pop']",-10.445,70.0,0.559,119,0.31,A#/Bb,190898
972,Doja Cat,Freak,4736059,2020-08-07,"['dance pop', 'pop']",-5.702,75.0,0.688,116,0.716,G,284480
973,6ix9ine,PUNANI,4625985,2020-08-02,"['emo rap', 'rap']",-7.121,58.0,0.841,97,0.541,A,115255
974,Apache 207,BlÃ¤ulich,4599408,2020-07-31,['german hip hop'],-7.935,60.0,0.79,154,0.704,A#/Bb,196213
975,"VIZE, Tom Gregory",Never Let Me Down,4522005,2020-04-24,"['dance pop', 'german dance', 'pop dance', 'slap house', 'tropical house']",-3.84,61.0,0.758,127,0.848,A#/Bb,153149
976,Megan Thee Stallion,Savage,4510218,2020-03-06,"['houston rap', 'pop', 'pop rap', 'trap queen']",-5.609,75.0,0.843,168,0.741,B,155497
977,Taylor Swift,mad woman,6796343,2020-07-24,"['pop', 'post-teen pop']",-8.995,67.0,0.592,141,0.699,D#/Eb,237258
978,Taylor Swift,epiphany,6085522,2020-07-24,"['pop', 'post-teen pop']",-13.69,66.0,0.354,94,0.267,C#/Db,289749
979,Taylor Swift,peace,5943851,2020-07-24,"['pop', 'post-teen pop']",-12.906,67.0,0.647,150,0.272,F,234000
980,A$AP Ferg,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),5768616,2020-09-25,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",-4.902,61.0,0.808,144,0.676,E,144973
981,Apache 207,Sie ruft,5752169,2020-07-31,['german hip hop'],-7.336,59.0,0.819,130,0.507,C#/Db,152013
982,Bonez MC,Tilidin Weg,5674945,2020-09-10,"['german hip hop', 'hamburg hip hop']",-8.553,60.0,0.882,109,0.526,A#/Bb,180950
